id,probs
1,0.05420737284890653
2,0.1032114145742119
3,0.161435388877054
4,0.1032114145742119
5,0.03686772834215335
6,0.04478180307936397
7,0.05933602744669031
8,0.05359878939865026
9,0.10724861548863329
10,0.04926542602151762
11,0.03262656522446816
12,0.08438615941606242
13,0.05420737284890653
14,0.1358059296991101
15,0.09370487595623134
16,0.034244097218324776
17,0.07385216377472659
18,0.02715466388441856
19,0.0205792198147966
20,0.07117937310516897
21,0.077469195615396
22,0.09243228740625486
23,0.05723616664261977
24,0.21385639831781156
25,0.02641133422809616
26,0.0298396420682544
27,0.024343304212060435
28,0.0279832996058631
29,0.012171897053928182
30,0.05269177049588869
31,0.05350975797163271
32,0.03745631318649689
33,0.04921757517313152
34,0.04179954378731221
35,0.06929956682136851
36,0.041103268424488304
37,0.05104626686367442
38,0.07647802418989391
39,0.14224574949093038
40,0.09065527326543987
41,0.13496751343173585
42,0.07510072349474939
43,0.04202496281816914
44,0.03937776047570807
45,0.0317422353367961
46,0.0583938283990908
47,0.28435871753248854
48,0.06138338758887085
49,0.12642809380821884
50,0.1571397193509998
51,0.03558397267886371
52,0.05644859303125682
53,0.06590252670041075
54,0.03220305949348101
55,0.03783479759066177
56,0.29747593730815325
57,0.2547552390064798
58,0.06367426021592681
59,0.0937836508692581
60,0.11218919533235039
61,0.05224401536498102
62,0.054225093251874856
63,0.0520376596226384
64,0.07908013928304436
65,0.14311074060675744
66,0.2792295272025692
67,0.19138321494392407
68,0.06758960950825188
69,0.0859879420539309
70,0.05595167266387702
71,0.1908892271725946
72,0.24418895627127746
73,0.036069816757340556
74,0.061540093625633174
75,0.08638233667379513
76,0.06537823048518032
77,0.06604266771195388
78,0.23745200963903368
79,0.12771587841171994
80,0.17263918165735015
81,0.20802758482680794
82,0.06751991995831552
83,0.0664279672834216
84,0.16672134622168233
85,0.10501631209539863
86,0.24060512751830754
87,0.04333443713984264
88,0.04333443713984264
89,0.2244880060029384
90,0.04333443713984264
91,0.05360821064077759
92,0.03785509082681782
93,0.05360821064077759
94,0.05685779410098912
95,0.13329783885024749
96,0.19363777995116094
97,0.17045490783751605
98,0.07772945855415636
99,0.05677697342636545
100,0.047476497797039
101,0.2603961121069046
102,0.22862834384553887
103,0.2513182905928303
104,0.2751109082677312
105,0.12457418110432095
106,0.11074446313442676
107,0.0713885209509999
108,0.05898230248650116
109,0.1866504576014436
110,0.06848037247566363
111,0.1402166422458624
112,0.09715236986909814
113,0.10260581004462621
114,0.10260581004462621
115,0.0823142273132329
116,0.0844152319021515
117,0.08108008224360197
118,0.12829871135433346
119,0.009019641815380286
120,0.2448505433314042
121,0.20417653194195662
122,0.23694352700811216
123,0.11861244810346028
124,0.21067313968134682
125,0.1268852334426961
126,0.0955638956913143
127,0.07050766321970481
128,0.1495851683906575
129,0.01360073963234043
130,0.13099168439123898
131,0.06874013687807179
132,0.33382956031428446
133,0.2309973688257584
134,0.04360411878509085
135,0.07356926903261585
136,0.007400291989769325
137,0.05748716446438984
138,0.10164852770173471
139,0.07304509408841453
140,0.2034164461796113
141,0.12335093021260735
142,0.08045644920831874
143,0.045512944691115886
144,0.009543451633918454
145,0.08400106053459433
146,0.08379406388062771
147,0.05189221061958271
148,0.21357286637906137
149,0.08375328841878626
150,0.08333694374927958
151,0.09584363870542645
152,0.06179955776440571
153,0.10016730972659849
154,0.13909995060544222
155,0.1565673276052415
156,0.48110630109156705
157,0.4669899739035923
158,0.0073580631630114635
159,0.23790046533988252
160,0.05800335769490217
161,0.2975707320610438
162,0.20778434332309126
163,0.007424151324243788
164,0.15344721938344663
165,0.01565257638612505
166,0.12376586903032416
167,0.548184989153474
168,0.034970835860618554
169,0.2973448312094773
170,0.034970835860618554
171,0.12368773644983677
172,0.35555995780654814
173,0.6699058082099375
174,0.37277378797142935
175,0.0951252308489251
176,0.4276017988497516
177,0.1376066003496187
178,0.10398468195158272
179,0.4631656282147687
180,0.13617199394566104
181,0.12580670181201048
182,0.4451544440965117
183,0.30242873826455907
184,0.0997498221476576
185,0.09961544490879426
186,0.22127596047169962
187,0.29658554427672235
188,0.04927617807923135
189,0.0688903889189294
190,0.17026728522932133
191,0.23408270995662728
192,0.5207361359309165
193,0.19343792683145122
194,0.610576296980359
195,0.3763741426131074
196,0.12491369204649316
197,0.054352853406297585
198,0.30643628720537275
199,0.1037870583974213
200,0.4461827214355113
201,0.04668521805354331
202,0.12026892113939547
203,0.15125545441278965
204,0.18132883334853134
205,0.3576849785953141
206,0.18295104322617772
207,0.12325876417607817
208,0.24250990705118658
209,0.008879512014163371
210,0.05464402086222275
211,0.3626478974666335
212,0.008728088402091938
213,0.01560268867053205
214,0.21168875145374078
215,0.09312111904671971
216,0.22666501082166735
217,0.12158173164853037
218,0.17742098941375795
219,0.25416433770938607
220,0.3125845825669874
221,0.14890029035767094
222,0.09751743494793041
223,0.14652658132827356
224,0.1214199509940479
225,0.11111357275820177
226,0.20262676313728
227,0.16426054865113637
228,0.0871850175972041
229,0.13333147190679617
230,0.09921849557600071
231,0.09755902647568526
232,0.09755902647568526
233,0.23202347175407212
234,0.11695538249789661
235,0.0280107832590204
236,0.19540667155546354
237,0.1720589379816272
238,0.09106993586732104
239,0.07362894417625954
240,0.1538496345835635
241,0.43699054180956565
242,0.040931782471360534
243,0.05677660030740861
244,0.10135337903065067
245,0.16509887691735603
246,0.06445664256383499
247,0.10770466143521051
248,0.029934045770109385
249,0.31861070535626024
250,0.09900865656604929
251,0.12976637542289593
252,0.055212972722970544
253,0.038609104260457494
254,0.14805416307418207
255,0.07230475016066062
256,0.06202114175844187
257,0.0532413875896377
258,0.08038237592237607
259,0.08131957886214569
260,0.05911199938167444
261,0.08866343459829551
262,0.17396962592745135
263,0.05158261695568933
264,0.04291048817287013
265,0.08184815382397415
266,0.024665906894012157
267,0.08311419398146302
268,0.03280126412246975
269,0.0305554253569692
270,0.0305554253569692
271,0.0305554253569692
272,0.03217528451331353
273,0.06758131168585291
274,0.10195726116744308
275,0.04191141160236034
276,0.03136575605991376
277,0.07457694548419014
278,0.03994530636793803
279,0.12018505825341941
280,0.2380557061027404
281,0.1028784166376403
282,0.057854637460490355
283,0.1101270520878278
284,0.04801380764303276
285,0.06244822564733232
286,0.05824345861434044
287,0.046265225264222165
288,0.05387381135677338
289,0.027525640546768204
290,0.1613057964130895
291,0.13512135129568814
292,0.4028668611769751
293,0.04422739757828542
294,0.051034601984971895
295,0.072198900438737
296,0.0339017996011326
297,0.07302531781984456
298,0.07269417730028249
299,0.08777689210297401
300,0.12181667247406047
301,0.023971917741220206
302,0.02026294362025627
303,0.12893323099599496
304,0.06553198528567772
305,0.14389136145980164
306,0.048596709458422094
307,0.07334742426239316
308,0.0671458827724356
309,0.06824057520739579
310,0.10227341042792137
311,0.01872484167714361
312,0.16244286622158344
313,0.033751069258236566
314,0.07033502880413967
315,0.09516879976612991
316,0.08826836807727367
317,0.06355545455032818
318,0.03958342735786469
319,0.05814124291303169
320,0.05960554741015989
321,0.0367555756393696
322,0.01791263250180275
323,0.0273328239734838
324,0.03704986482602024
325,0.008509458470586928
326,0.020787535710255822
327,0.028787080921038655
328,0.051839060017933924
329,0.03691198789453898
330,0.024581691974251973
331,0.0341729857948051
332,0.05488501209003305
333,0.0341729857948051
334,0.031581645429223815
335,0.029317035545651682
336,0.03193208403038239
337,0.025348355042227877
338,0.1359132253554921
339,0.023015567143430338
340,0.1240082570024047
341,0.06395797709589413
342,0.055052336533529034
343,0.027337562353181966
344,0.02193605207882543
345,0.03719063514680321
346,0.07943135851337024
347,0.04983004194240248
348,0.06048343714783677
349,0.02375700818166193
350,0.058463431591059156
351,0.05787560633100486
352,0.045508339867750935
353,0.06957959179318973
354,0.02665972263516403
355,0.04761478335222391
356,0.017414007376393204
357,0.05299926931109045
358,0.1370256814777404
359,0.02742794947979621
360,0.04481205740844951
361,0.07906537866029362
362,0.03449466068421658
363,0.0928666973253569
364,0.01602018561021923
365,0.025692194447351602
366,0.06051262244142197
367,0.020284401021138043
368,0.034762357326816984
369,0.0381189075679651
370,0.023639354369254684
371,0.023639354369254684
372,0.024576192486250203
373,0.024576192486250203
374,0.016657018365716314
375,0.02594391783754524
376,0.09220620427293147
377,0.0837355942287763
378,0.03286599733551654
379,0.03666692892507051
380,0.016329618709758686
381,0.01933990163695054
382,0.025478735209351067
383,0.015454244219424762
384,0.03802621375848436
385,0.01682904442172839
386,0.02501634264245689
387,0.04977225879251568
388,0.06689023151208895
389,0.04668880196303127
390,0.03164681572829109
391,0.018045825444613528
392,0.03963436793966124
393,0.0799620492099109
394,0.016758948762203407
395,0.017442708545238106
396,0.06904706142450323
397,0.07650891350764255
398,0.022699691174420278
399,0.03347777860635537
400,0.031651979902848626
401,0.04775554407448912
402,0.018953789385226294
403,0.04880385481549354
404,0.007480120428853709
405,0.028823777688761543
406,0.029767612875760907
407,0.023658080906066692
408,0.033001525052241965
409,0.01812764529343558
410,0.027726938743186658
411,0.041001705242302955
412,0.01750666623002306
413,0.04758320739172284
414,0.025310132666341856
415,0.026455513229900807
416,0.027861699092311842
417,0.02810205287235945
418,0.03897370873453487
419,0.03301302595011657
420,0.05347534276882593
421,0.032603971501324214
422,0.09224560877149712
423,0.034200191508416244
424,0.032324304765251166
425,0.029023670553510184
426,0.015826611340560626
427,0.02950786031146857
428,0.02191849914659949
429,0.05014073056793844
430,0.15027656784282772
431,0.041131313810514825
432,0.12188930339167947
433,0.10824949649990756
434,0.05051219148832742
435,0.09340089470368595
436,0.02649208432534278
437,0.03987888222310987
438,0.01063732083529667
439,0.027555232642255456
440,0.030680204364284203
441,0.028466869334797806
442,0.017390547934841183
443,0.019109263378614072
444,0.04715864492154942
445,0.019109263378614072
446,0.03125536744411794
447,0.013398332523170242
448,0.02598639422920168
449,0.028920461736563485
450,0.06000662847520266
451,0.02947504552296265
452,0.08875552155788569
453,0.04534395877610198
454,0.014800314964407257
455,0.02485703814874629
456,0.01812793411000213
457,0.03134664633130013
458,0.051670641367279946
459,0.00926684300284808
460,0.00926684300284808
461,0.00926684300284808
462,0.00926684300284808
463,0.00926684300284808
464,0.00926684300284808
465,0.00926684300284808
466,0.00926684300284808
467,0.00926684300284808
468,0.00926684300284808
469,0.024621075799762693
470,0.03684329597766922
471,0.02702471800667461
472,0.024568128783093557
473,0.02616750844681981
474,0.03126308606394246
475,0.01805921785245257
476,0.030708541006995382
477,0.030648034387019685
478,0.03859757540173869
479,0.03859757540173869
480,0.043775260245822345
481,0.03372601300117517
482,0.059011048225247054
483,0.03885161639520773
484,0.027882884493750648
485,0.025198926560959345
486,0.020457803795152274
487,0.020356224538145007
488,0.04016055495407278
489,0.017993162939722973
490,0.11136001444081578
491,0.015078680800177602
492,0.06721566349731378
493,0.019125206762161118
494,0.02393795194573478
495,0.051186028659034544
496,0.05377155694083369
497,0.016709753759884816
498,0.05068401343969564
499,0.043750290357872035
500,0.020110383085179873
501,0.023194336126239
502,0.019179332330027554
503,0.01727594935452259
504,0.045875065004432614
505,0.01900149785805383
506,0.012843446102084766
507,0.021634164664418143
508,0.01420958425364427
509,0.02245645934396656
510,0.027347892187169376
511,0.018666334071758994
512,0.029951305104055748
513,0.01573316707577921
514,0.02027648407578475
515,0.012923521541709171
516,0.01699268253669428
517,0.021047280593006645
518,0.01826617659788965
519,0.030636921360222114
520,0.010692502206886334
521,0.019725246339962643
522,0.026207208587919473
523,0.019416709791004072
